"시도별",2021 2/4,2021 1/4,2020 4/4,2020 3/4,2020 2/4,2020 1/4,2019 4/4,2019 3/4,2019 2/4,2019 1/4,2018 4/4,2018 3/4,2018 2/4,2018 1/4,2017 4/4,2017 3/4,2017 2/4,2017 1/4,2016 4/4,2016 3/4,2016 2/4,2016 1/4,2015 4/4,2015 3/4,2015 2/4,2015 1/4
"전국",107.41,106.88,105.59,105.52,104.84,105.71,105.15,104.86,104.93,104.47,104.84,104.81,104.25,103.91,103.00,103.21,102.72,102.80,101.54,100.97,100.78,100.59,100.08,100.24,99.94,99.73
